name	title	source	organism	experiment	well	individual	batch	description	molecule	processed1	processed2	processed3	processed4	processed5	processed6	raw
Sample 5922	11162017-F06-NA19152	LCL-derived iPSC	Homo sapiens	11162017	F06	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-F06-NA19152.fastq.gz
Sample 5923	11162017-F07-NA19099	LCL-derived iPSC	Homo sapiens	11162017	F07	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-F07-NA19099.fastq.gz
Sample 5924	11162017-F08-NA19206	LCL-derived iPSC	Homo sapiens	11162017	F08	NA19206	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-F08-NA19206.fastq.gz
Sample 5925	11162017-F09-NA19099	LCL-derived iPSC	Homo sapiens	11162017	F09	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-F09-NA19099.fastq.gz
Sample 5926	11162017-F10-NA19099	LCL-derived iPSC	Homo sapiens	11162017	F10	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-F10-NA19099.fastq.gz
Sample 5927	11162017-F11-NA19099	LCL-derived iPSC	Homo sapiens	11162017	F11	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-F11-NA19099.fastq.gz
Sample 5928	11162017-F12-NA18516	LCL-derived iPSC	Homo sapiens	11162017	F12	NA18516	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-F12-NA18516.fastq.gz
Sample 5929	11162017-G01-NA19099	LCL-derived iPSC	Homo sapiens	11162017	G01	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G01-NA19099.fastq.gz
Sample 5930	11162017-G02-NA19206	LCL-derived iPSC	Homo sapiens	11162017	G02	NA19206	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G02-NA19206.fastq.gz
Sample 5931	11162017-G03-NA18516	LCL-derived iPSC	Homo sapiens	11162017	G03	NA18516	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G03-NA18516.fastq.gz
Sample 5932	11162017-G04-NA19099	LCL-derived iPSC	Homo sapiens	11162017	G04	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G04-NA19099.fastq.gz
Sample 5933	11162017-G05-NA19206	LCL-derived iPSC	Homo sapiens	11162017	G05	NA19206	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G05-NA19206.fastq.gz
Sample 5934	11162017-G06-NA19206	LCL-derived iPSC	Homo sapiens	11162017	G06	NA19206	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G06-NA19206.fastq.gz
Sample 5935	11162017-G07-NA18516	LCL-derived iPSC	Homo sapiens	11162017	G07	NA18516	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G07-NA18516.fastq.gz
Sample 5936	11162017-G08-NA19099	LCL-derived iPSC	Homo sapiens	11162017	G08	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G08-NA19099.fastq.gz
Sample 5937	11162017-G09-NA19099	LCL-derived iPSC	Homo sapiens	11162017	G09	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G09-NA19099.fastq.gz
Sample 5938	11162017-G10-NA19152	LCL-derived iPSC	Homo sapiens	11162017	G10	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G10-NA19152.fastq.gz
Sample 5939	11162017-G11-NA19206	LCL-derived iPSC	Homo sapiens	11162017	G11	NA19206	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G11-NA19206.fastq.gz
Sample 5940	11162017-G12-NA19152	LCL-derived iPSC	Homo sapiens	11162017	G12	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-G12-NA19152.fastq.gz
Sample 5941	11162017-H01-NA19099	LCL-derived iPSC	Homo sapiens	11162017	H01	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H01-NA19099.fastq.gz
Sample 5942	11162017-H02-NA19099	LCL-derived iPSC	Homo sapiens	11162017	H02	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H02-NA19099.fastq.gz
Sample 5943	11162017-H03-NA19099	LCL-derived iPSC	Homo sapiens	11162017	H03	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H03-NA19099.fastq.gz
Sample 5944	11162017-H04-NA19099	LCL-derived iPSC	Homo sapiens	11162017	H04	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H04-NA19099.fastq.gz
Sample 5945	11162017-H05-NA18516	LCL-derived iPSC	Homo sapiens	11162017	H05	NA18516	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H05-NA18516.fastq.gz
Sample 5946	11162017-H06-NA19099	LCL-derived iPSC	Homo sapiens	11162017	H06	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H06-NA19099.fastq.gz
Sample 5947	11162017-H07-NA19206	LCL-derived iPSC	Homo sapiens	11162017	H07	NA19206	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H07-NA19206.fastq.gz
Sample 5948	11162017-H08-NA19099	LCL-derived iPSC	Homo sapiens	11162017	H08	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H08-NA19099.fastq.gz
Sample 5949	11162017-H09-NA19206	LCL-derived iPSC	Homo sapiens	11162017	H09	NA19206	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H09-NA19206.fastq.gz
Sample 5950	11162017-H10-NA18516	LCL-derived iPSC	Homo sapiens	11162017	H10	NA18516	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H10-NA18516.fastq.gz
Sample 5951	11162017-H11-NA19206	LCL-derived iPSC	Homo sapiens	11162017	H11	NA19206	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H11-NA19206.fastq.gz
Sample 5952	11162017-H12-NA19099	LCL-derived iPSC	Homo sapiens	11162017	H12	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11162017-H12-NA19099.fastq.gz
Sample 5953	11172017-A01-NA18913	LCL-derived iPSC	Homo sapiens	11172017	A01	NA18913	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A01-NA18913.fastq.gz
Sample 5954	11172017-A02-NA19207	LCL-derived iPSC	Homo sapiens	11172017	A02	NA19207	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A02-NA19207.fastq.gz
Sample 5955	11172017-A03-NA19152	LCL-derived iPSC	Homo sapiens	11172017	A03	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A03-NA19152.fastq.gz
Sample 5956	11172017-A04-NA19207	LCL-derived iPSC	Homo sapiens	11172017	A04	NA19207	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A04-NA19207.fastq.gz
Sample 5957	11172017-A05-NA19152	LCL-derived iPSC	Homo sapiens	11172017	A05	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A05-NA19152.fastq.gz
Sample 5958	11172017-A06-NA19144	LCL-derived iPSC	Homo sapiens	11172017	A06	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A06-NA19144.fastq.gz
Sample 5959	11172017-A07-NA19207	LCL-derived iPSC	Homo sapiens	11172017	A07	NA19207	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A07-NA19207.fastq.gz
Sample 5960	11172017-A08-NA19144	LCL-derived iPSC	Homo sapiens	11172017	A08	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A08-NA19144.fastq.gz
Sample 5961	11172017-A09-NA19144	LCL-derived iPSC	Homo sapiens	11172017	A09	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A09-NA19144.fastq.gz
Sample 5962	11172017-A10-NA19207	LCL-derived iPSC	Homo sapiens	11172017	A10	NA19207	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A10-NA19207.fastq.gz
Sample 5963	11172017-A11-NA19152	LCL-derived iPSC	Homo sapiens	11172017	A11	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A11-NA19152.fastq.gz
Sample 5964	11172017-A12-NA19144	LCL-derived iPSC	Homo sapiens	11172017	A12	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-A12-NA19144.fastq.gz
Sample 5965	11172017-B01-NA19152	LCL-derived iPSC	Homo sapiens	11172017	B01	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B01-NA19152.fastq.gz
Sample 5966	11172017-B02-NA19144	LCL-derived iPSC	Homo sapiens	11172017	B02	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B02-NA19144.fastq.gz
Sample 5967	11172017-B03-NA19144	LCL-derived iPSC	Homo sapiens	11172017	B03	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B03-NA19144.fastq.gz
Sample 5968	11172017-B04-NA19144	LCL-derived iPSC	Homo sapiens	11172017	B04	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B04-NA19144.fastq.gz
Sample 5969	11172017-B05-NA19152	LCL-derived iPSC	Homo sapiens	11172017	B05	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B05-NA19152.fastq.gz
Sample 5970	11172017-B06-NA19207	LCL-derived iPSC	Homo sapiens	11172017	B06	NA19207	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B06-NA19207.fastq.gz
Sample 5971	11172017-B07-NA19144	LCL-derived iPSC	Homo sapiens	11172017	B07	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B07-NA19144.fastq.gz
Sample 5972	11172017-B08-NA18913	LCL-derived iPSC	Homo sapiens	11172017	B08	NA18913	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B08-NA18913.fastq.gz
Sample 5973	11172017-B09-NA19152	LCL-derived iPSC	Homo sapiens	11172017	B09	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B09-NA19152.fastq.gz
Sample 5974	11172017-B10-NA19144	LCL-derived iPSC	Homo sapiens	11172017	B10	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B10-NA19144.fastq.gz
Sample 5975	11172017-B11-NA19152	LCL-derived iPSC	Homo sapiens	11172017	B11	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B11-NA19152.fastq.gz
Sample 5976	11172017-B12-NA19152	LCL-derived iPSC	Homo sapiens	11172017	B12	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-B12-NA19152.fastq.gz
Sample 5977	11172017-C01-NA18913	LCL-derived iPSC	Homo sapiens	11172017	C01	NA18913	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C01-NA18913.fastq.gz
Sample 5978	11172017-C02-NA19152	LCL-derived iPSC	Homo sapiens	11172017	C02	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C02-NA19152.fastq.gz
Sample 5979	11172017-C03-NA19207	LCL-derived iPSC	Homo sapiens	11172017	C03	NA19207	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C03-NA19207.fastq.gz
Sample 5980	11172017-C04-NA19207	LCL-derived iPSC	Homo sapiens	11172017	C04	NA19207	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C04-NA19207.fastq.gz
Sample 5981	11172017-C05-NA19152	LCL-derived iPSC	Homo sapiens	11172017	C05	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C05-NA19152.fastq.gz
Sample 5982	11172017-C06-NA18913	LCL-derived iPSC	Homo sapiens	11172017	C06	NA18913	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C06-NA18913.fastq.gz
Sample 5983	11172017-C07-NA19152	LCL-derived iPSC	Homo sapiens	11172017	C07	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C07-NA19152.fastq.gz
Sample 5984	11172017-C08-NA18913	LCL-derived iPSC	Homo sapiens	11172017	C08	NA18913	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C08-NA18913.fastq.gz
Sample 5985	11172017-C09-NA19207	LCL-derived iPSC	Homo sapiens	11172017	C09	NA19207	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C09-NA19207.fastq.gz
Sample 5986	11172017-C10-NA19207	LCL-derived iPSC	Homo sapiens	11172017	C10	NA19207	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C10-NA19207.fastq.gz
Sample 5987	11172017-C11-NA19207	LCL-derived iPSC	Homo sapiens	11172017	C11	NA19207	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C11-NA19207.fastq.gz
Sample 5988	11172017-C12-NA19152	LCL-derived iPSC	Homo sapiens	11172017	C12	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-C12-NA19152.fastq.gz
Sample 5989	11172017-D01-NA19152	LCL-derived iPSC	Homo sapiens	11172017	D01	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D01-NA19152.fastq.gz
Sample 5990	11172017-D02-NA19144	LCL-derived iPSC	Homo sapiens	11172017	D02	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D02-NA19144.fastq.gz
Sample 5991	11172017-D03-NA19144	LCL-derived iPSC	Homo sapiens	11172017	D03	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D03-NA19144.fastq.gz
Sample 5992	11172017-D04-NA19144	LCL-derived iPSC	Homo sapiens	11172017	D04	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D04-NA19144.fastq.gz
Sample 5993	11172017-D05-NA19152	LCL-derived iPSC	Homo sapiens	11172017	D05	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D05-NA19152.fastq.gz
Sample 5994	11172017-D06-NA19144	LCL-derived iPSC	Homo sapiens	11172017	D06	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D06-NA19144.fastq.gz
Sample 5995	11172017-D07-NA19144	LCL-derived iPSC	Homo sapiens	11172017	D07	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D07-NA19144.fastq.gz
Sample 5996	11172017-D08-NA19144	LCL-derived iPSC	Homo sapiens	11172017	D08	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D08-NA19144.fastq.gz
Sample 5997	11172017-D09-NA19144	LCL-derived iPSC	Homo sapiens	11172017	D09	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D09-NA19144.fastq.gz
Sample 5998	11172017-D10-NA19144	LCL-derived iPSC	Homo sapiens	11172017	D10	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D10-NA19144.fastq.gz
Sample 5999	11172017-D11-NA19144	LCL-derived iPSC	Homo sapiens	11172017	D11	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D11-NA19144.fastq.gz
Sample 6000	11172017-D12-NA19144	LCL-derived iPSC	Homo sapiens	11172017	D12	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-D12-NA19144.fastq.gz
Sample 6001	11172017-E01-NA19144	LCL-derived iPSC	Homo sapiens	11172017	E01	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E01-NA19144.fastq.gz
Sample 6002	11172017-E02-NA19152	LCL-derived iPSC	Homo sapiens	11172017	E02	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E02-NA19152.fastq.gz
Sample 6003	11172017-E03-NA19152	LCL-derived iPSC	Homo sapiens	11172017	E03	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E03-NA19152.fastq.gz
Sample 6004	11172017-E04-NA19152	LCL-derived iPSC	Homo sapiens	11172017	E04	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E04-NA19152.fastq.gz
Sample 6005	11172017-E05-NA19152	LCL-derived iPSC	Homo sapiens	11172017	E05	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E05-NA19152.fastq.gz
Sample 6006	11172017-E06-NA18913	LCL-derived iPSC	Homo sapiens	11172017	E06	NA18913	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E06-NA18913.fastq.gz
Sample 6007	11172017-E07-NA18913	LCL-derived iPSC	Homo sapiens	11172017	E07	NA18913	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E07-NA18913.fastq.gz
Sample 6008	11172017-E08-NA19144	LCL-derived iPSC	Homo sapiens	11172017	E08	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E08-NA19144.fastq.gz
Sample 6009	11172017-E09-NA19144	LCL-derived iPSC	Homo sapiens	11172017	E09	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E09-NA19144.fastq.gz
Sample 6010	11172017-E10-NA19152	LCL-derived iPSC	Homo sapiens	11172017	E10	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E10-NA19152.fastq.gz
Sample 6011	11172017-E11-NA19152	LCL-derived iPSC	Homo sapiens	11172017	E11	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E11-NA19152.fastq.gz
Sample 6012	11172017-E12-NA19144	LCL-derived iPSC	Homo sapiens	11172017	E12	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-E12-NA19144.fastq.gz
Sample 6013	11172017-F01-NA19152	LCL-derived iPSC	Homo sapiens	11172017	F01	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-F01-NA19152.fastq.gz
Sample 6014	11172017-F02-NA19152	LCL-derived iPSC	Homo sapiens	11172017	F02	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-F02-NA19152.fastq.gz
Sample 6015	11172017-F03-NA19152	LCL-derived iPSC	Homo sapiens	11172017	F03	NA19152	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11172017-F03-NA19152.fastq.gz
